Gene ID,Species Name,Phylum,Clade,Family ID,,,
NBR_0000179601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 392522,,,
NBR_0002131601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 392522,,,
NBR_0000031701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 392522,,,
NBR_0001387801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 396252,,,
NBR_0002132801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 396252,,,
NBR_0000710101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 396252,,,
NBR_0000170901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 405305,,,
NBR_0001817101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 405305,,,
NBR_0001738401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 405305,,,
NBR_0000622501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 418381,,,
NBR_0001567201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 418381,,,
NBR_0000042301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 418381,,,
NBR_0001355801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 455391,,,
NBR_0001277201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 462031,,,
NBR_0000387801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 464055,,,
NBR_0002018701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 464055,,,
NBR_0000629901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 532575,,,
NBR_0000630001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 532575,,,
NBR_0001541001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 556181,,,
NBR_0001931901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 556181,,,
NBR_0001874901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 556181,,,
NBR_0002192401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 556181,,,
NBR_0000952201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 561948,,,
NBR_0000655101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 588256,,,
NBR_0001649901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 605002,,,
NBR_0000764201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 605002,,,
NBR_0000298801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 605002,,,
NBR_0000578401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 610744,,,
NBR_0000180701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 614195,,,
NBR_0001380701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 614195,,,
NBR_0000285901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 614195,,,
NBR_0000134101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 615560,,,
NBR_0001387001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 615560,,,
NBR_0001663301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 621853,,,
NBR_0001576101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 621853,,,
NBR_0000416601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 628824,,,
NBR_0001971501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 628824,,,
NBR_0001978201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 628824,,,
NBR_0001269301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 657959,,,
NBR_0002277001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 657959,,,
NBR_0002030501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 660496,,,
NBR_0001613601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 660496,,,
NBR_0001516901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 664383,,,
NBR_0002010301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 664383,,,
NBR_0001783001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 669683,,,
NBR_0000991201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 673559,,,
NBR_0000637001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 676051,,,
NBR_0000678201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 677003,,,
NBR_0001192101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 698491,,,
NBR_0001264801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 706112,,,
NBR_0001193801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 723188,,,
NBR_0001708801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 729327,,,
NBR_0001858401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 741201,,,
NBR_0002248601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 741201,,,
NBR_0000664601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 747215,,,
NBR_0000210601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 768538,,,
NBR_0000682201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 768538,,,
NBR_0000171401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 768538,,,
NBR_0000128801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 768538,,,
NBR_0000576001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 785693,,,
NBR_0002129201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 794934,,,
NBR_0001463601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 794934,,,
NBR_0001645001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 795694,,,
NBR_0000038301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 807935,,,
NBR_0000181501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 812893,,,
NBR_0002251801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 812893,,,
NBR_0000230501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 812893,,,
NBR_0000687101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 840915,,,
NBR_0000804701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 850376,,,
NBR_0000757101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 862323,,,
NBR_0002046801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 864467,,,
NBR_0000402501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 873853,,,
NBR_0001242601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 881013,,,
NBR_0000570601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 887463,,,
NBR_0001235801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 925142,,,
NBR_0001028901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 937154,,,
NBR_0000994701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 963974,,,
NBR_0000723301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 963974,,,
NBR_0000899501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 976091,,,
NBR_0001053901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1135113,,,
NBR_0001673501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1158996,,,
NBR_0002234101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584621,,,
NBR_0001635701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584621,,,
NBR_0002245301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584621,,,
NBR_0001562601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584621,,,
NBR_0000228201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584621,,,
NBR_0001275101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584621,,,
NBR_0000152001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584621,,,
NBR_0001930601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584621,,,
NBR_0000273701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584621,,,
NBR_0001574801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584621,,,
NBR_0001983301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 106598,,,
NBR_0000902901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 106598,,,
NBR_0000350601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 106598,,,
NBR_0001678301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 106598,,,
NBR_0001869301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 106598,,,
NBR_0001846001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 106598,,,
NBR_0000275201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 106598,,,
NBR_0001601101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 106598,,,
NBR_0001534101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 106598,,,
NBR_0000834001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 465889,,,
NBR_0000065001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 465889,,,
NBR_0000606101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 481564,,,
NBR_0001215201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 481564,,,
NBR_0002125101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 481564,,,
NBR_0001476801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 780479,,,
NBR_0001627601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 874814,,,
NBR_0000570901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584818,,,
NBR_0000696201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584818,,,
NBR_0001345001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584818,,,
NBR_0001975101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584818,,,
NBR_0000251501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584818,,,
NBR_0000057601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584818,,,
NBR_0001226001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584818,,,
NBR_0000845701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 1584818,,,
NBR_0002228501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0001169301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0001985701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0000884801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0001091201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0002102801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0001844401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0000281001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0000335401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0002235301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0001696401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0001141501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0000400201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0000032201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0001069801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0000106001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0000876301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 62985,,,
NBR_0000208701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0001662101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0000956101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0001709401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0001514401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0001254101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0000111901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0001613901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0000991101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0001992001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0001810601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0001981601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0001810501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0000159001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0002176001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0001651201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0000107801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0001404201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0001488401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0000046301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0001200801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 65322,,,
NBR_0000445401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 70839,,,
NBR_0000696801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 72594,,,
NBR_0001870801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 72594,,,
NBR_0000421401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 72594,,,
NBR_0002178101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 72594,,,
NBR_0000051301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 72594,,,
NBR_0000528501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 72594,,,
NBR_0000579601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 72594,,,
NBR_0002202701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 72594,,,
NBR_0001958101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 72594,,,
NBR_0000837901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 72594,,,
NBR_0000792201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 75334,,,
NBR_0000697401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 75334,,,
NBR_0000792401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 75334,,,
NBR_0000792301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 75334,,,
NBR_0000439901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 77020,,,
NBR_0001922101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 77020,,,
NBR_0001887101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 77020,,,
NBR_0002260101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 77020,,,
NBR_0000569001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 77020,,,
NBR_0000044601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 77020,,,
NBR_0002260001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 77020,,,
NBR_0001602001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 77020,,,
NBR_0002146801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 93047,,,
NBR_0001033801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 93047,,,
NBR_0000014901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 93047,,,
NBR_0001912501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 93047,,,
NBR_0001873701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 93047,,,
NBR_0002146901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 93047,,,
NBR_0001033701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 93047,,,
NBR_0001034001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 93047,,,
NBR_0001937301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 96728,,,
NBR_0000211201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 96728,,,
NBR_0000103901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 98679,,,
NBR_0001584601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 98679,,,
NBR_0001262401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 98679,,,
NBR_0000969201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 108364,,,
NBR_0000969301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 108364,,,
NBR_0001591501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 108364,,,
NBR_0001432501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 108364,,,
NBR_0001195001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 108364,,,
NBR_0000556401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 111344,,,
NBR_0000320301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 111344,,,
NBR_0000430601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 111344,,,
NBR_0000484201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 111344,,,
NBR_0001012301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 111344,,,
NBR_0000247701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 111344,,,
NBR_0001395701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 111344,,,
NBR_0000518001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 111344,,,
NBR_0000284601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 115685,,,
NBR_0001829501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 115685,,,
NBR_0000169101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 115685,,,
NBR_0000188001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 115685,,,
NBR_0001767801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 115685,,,
NBR_0002248501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 115685,,,
NBR_0002212701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 115685,,,
NBR_0001461601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 115685,,,
NBR_0000990701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 116159,,,
NBR_0001216301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 116159,,,
NBR_0001684801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 116159,,,
NBR_0001849101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 126359,,,
NBR_0001021001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 126359,,,
NBR_0001460001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 126359,,,
NBR_0000589201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 126359,,,
NBR_0001520201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 126359,,,
NBR_0001021201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 126359,,,
NBR_0002174701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 126359,,,
NBR_0001749001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 133207,,,
NBR_0000880501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 133207,,,
NBR_0000056101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 133207,,,
NBR_0001779301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 133207,,,
NBR_0001770901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 133207,,,
NBR_0000611901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 133418,,,
NBR_0000012001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 133418,,,
NBR_0001298401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 133418,,,
NBR_0001834801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 148187,,,
NBR_0001834701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 148187,,,
NBR_0000921701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 148381,,,
NBR_0001158401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 148381,,,
NBR_0001389201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 148381,,,
NBR_0002032401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 148381,,,
NBR_0001589601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 158756,,,
NBR_0000960001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 170689,,,
NBR_0000593501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 170689,,,
NBR_0002263001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 170689,,,
NBR_0001514201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 170689,,,
NBR_0001715301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 170689,,,
NBR_0001212601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 171381,,,
NBR_0001212701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 171381,,,
NBR_0000902301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 171381,,,
NBR_0001714301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 171381,,,
NBR_0002199201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 178702,,,
NBR_0001354601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 178702,,,
NBR_0000125101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 178702,,,
NBR_0000730301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 178702,,,
NBR_0001497901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 178702,,,
NBR_0000730201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 178702,,,
NBR_0000093401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 178702,,,
NBR_0000006401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 178702,,,
NBR_0002110401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 178702,,,
NBR_0002159201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 178702,,,
NBR_0001552101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 249253,,,
NBR_0000067501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 249253,,,
NBR_0001389401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 249253,,,
NBR_0000546801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 249253,,,
NBR_0000867101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 262248,,,
NBR_0000686801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 262248,,,
NBR_0001599301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 283238,,,
NBR_0000760701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 283238,,,
NBR_0001029801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 283238,,,
NBR_0002053801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 283718,,,
NBR_0001897201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 323709,,,
NBR_0001138101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 323709,,,
NBR_0002123201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 370323,,,
NBR_0001748101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 432399,,,
NBR_0002133901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 443402,,,
NBR_0002186201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 443402,,,
NBR_0002080401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 443402,,,
NBR_0001453001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 445222,,,
NBR_0000921301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 460447,,,
NBR_0002073901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 506636,,,
NBR_0001506701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 506636,,,
NBR_0001236901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 506636,,,
NBR_0000700301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 506636,,,
NBR_0002180301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 506636,,,
NBR_0001181901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 506636,,,
NBR_0000822201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 506636,,,
NBR_0000246801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 506636,,,
NBR_0001141201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 506636,,,
NBR_0000960401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 540168,,,
NBR_0002022901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 553227,,,
NBR_0000316701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 589774,,,
NBR_0000403601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 589774,,,
NBR_0001291701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 589774,,,
NBR_0001899301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 589774,,,
NBR_0001921801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 601070,,,
NBR_0001319501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 605134,,,
NBR_0000641601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 605134,,,
NBR_0001200501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 605134,,,
NBR_0000960301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 615885,,,
NBR_0001083401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 670937,,,
NBR_0001921701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 686379,,,
NBR_0000948101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 717288,,,
NBR_0001218401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 725603,,,
NBR_0000217101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 725603,,,
NBR_0001407701,nippostrongylus_brasiliensis,Nematoda,Clade V,family 734936,,,
NBR_0001347001,nippostrongylus_brasiliensis,Nematoda,Clade V,family 746794,,,
NBR_0000018301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 746794,,,
NBR_0002187901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 746794,,,
NBR_0000657601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 762743,,,
NBR_0001085301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 762743,,,
NBR_0000191101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 762831,,,
NBR_0001231201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 762831,,,
NBR_0000994801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 789588,,,
NBR_0000081401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 789588,,,
NBR_0000081301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 789588,,,
NBR_0001517301,nippostrongylus_brasiliensis,Nematoda,Clade V,family 789588,,,
NBR_0000813901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 804386,,,
NBR_0000011101,nippostrongylus_brasiliensis,Nematoda,Clade V,family 829835,,,
NBR_0001011901,nippostrongylus_brasiliensis,Nematoda,Clade V,family 829835,,,
NBR_0000011201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 829835,,,
NBR_0001820601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 862195,,,
NBR_0000557601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 862195,,,
NBR_0000342601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 879813,,,
NBR_0000336601,nippostrongylus_brasiliensis,Nematoda,Clade V,family 879813,,,
NBR_0001474801,nippostrongylus_brasiliensis,Nematoda,Clade V,family 879813,,,
NBR_0001446501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 883863,,,
NBR_0001820501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 908253,,,
NBR_0000598501,nippostrongylus_brasiliensis,Nematoda,Clade V,family 917654,,,
NBR_0001537401,nippostrongylus_brasiliensis,Nematoda,Clade V,family 936579,,,
NBR_0001442201,nippostrongylus_brasiliensis,Nematoda,Clade V,family 939737,,,
